"date","PX_LAST","PUT_CALL_OPEN_INTEREST_RATIO","EQY_INST_PCT_SH_OUT","PX_VOLUME"
1993-11-26,93.79,NA,NA,NA
1993-11-27,NA,NA,NA,NA
1993-11-28,NA,NA,NA,NA
1993-11-29,93.34,NA,NA,NA
1993-11-30,93.76,NA,NA,NA
1993-12-01,94.3,NA,NA,NA
1993-12-02,94.34,NA,NA,NA
1993-12-03,94.75,NA,NA,NA
1993-12-04,NA,NA,NA,NA
1993-12-05,NA,NA,NA,NA
1993-12-06,94.7,NA,NA,NA
1993-12-07,94.72,NA,NA,NA
1993-12-08,95.93,NA,NA,NA
1993-12-09,95.09,NA,NA,NA
1993-12-10,95.67,NA,NA,NA
1993-12-11,NA,NA,NA,NA
1993-12-12,NA,NA,NA,NA
1993-12-13,96.96,NA,NA,NA
1993-12-14,96.48,NA,NA,NA
1993-12-15,96.11,NA,NA,NA
1993-12-16,96.2,NA,NA,NA
1993-12-17,96.34,NA,NA,NA
1993-12-18,NA,NA,NA,NA
1993-12-19,NA,NA,NA,NA
1993-12-20,96.33,NA,NA,NA
1993-12-21,96.03,NA,NA,NA
1993-12-22,96.19,NA,NA,NA
1993-12-23,96.03,NA,NA,NA
1993-12-25,NA,NA,NA,NA
1993-12-26,NA,NA,NA,NA
1993-12-27,96.94,NA,NA,NA
1993-12-28,97.04,NA,NA,NA
1993-12-29,97.12,NA,NA,NA
1993-12-30,96.91,NA,NA,NA
1993-12-31,96.79,NA,NA,NA
1994-01-01,NA,NA,NA,NA
1994-01-02,NA,NA,NA,NA
1994-01-03,97.47,NA,NA,NA
1994-01-04,98.32,NA,NA,NA
1994-01-05,99.61,NA,NA,NA
1994-01-06,100.19,NA,NA,NA
1994-01-07,99.52,NA,NA,NA
1994-01-08,NA,NA,NA,NA
1994-01-09,NA,NA,NA,NA
1994-01-10,100.82,NA,NA,NA
1994-01-11,100.61,NA,NA,NA
1994-01-12,100.52,NA,NA,NA
1994-01-13,100.42,NA,NA,NA
1994-01-14,101.3,NA,NA,NA
1994-01-15,NA,NA,NA,NA
1994-01-16,NA,NA,NA,NA
1994-01-17,101.92,NA,NA,NA
1994-01-18,102.69,NA,NA,NA
1994-01-19,103.3,NA,NA,NA
1994-01-20,103.22,NA,NA,NA
1994-01-21,103,NA,NA,NA
1994-01-22,NA,NA,NA,NA
1994-01-23,NA,NA,NA,NA
1994-01-24,102.83,NA,NA,NA
1994-01-25,102.38,NA,NA,NA
1994-01-26,102.6,NA,NA,NA
1994-01-27,102.9,NA,NA,NA
1994-01-28,103.21,NA,NA,NA
1994-01-29,NA,NA,NA,NA
1994-01-30,NA,NA,NA,NA
1994-01-31,104.47,NA,NA,NA
1994-02-01,105.14,NA,NA,NA
1994-02-02,105.22,NA,NA,NA
1994-02-03,105.27,NA,NA,NA
1994-02-04,102.78,NA,NA,NA
1994-02-05,NA,NA,NA,NA
1994-02-06,NA,NA,NA,NA
1994-02-07,103.33,NA,NA,NA
1994-02-08,103.42,NA,NA,NA
1994-02-09,104.06,NA,NA,NA
1994-02-10,103.28,NA,NA,NA
1994-02-11,102.25,NA,NA,NA
1994-02-12,NA,NA,NA,NA
1994-02-13,NA,NA,NA,NA
1994-02-14,102.3,NA,NA,NA
1994-02-15,102.81,NA,NA,NA
1994-02-16,103.46,NA,NA,NA
1994-02-17,103.25,NA,NA,NA
1994-02-18,102.64,NA,NA,NA
1994-02-19,NA,NA,NA,NA
1994-02-20,NA,NA,NA,NA
1994-02-22,102.33,NA,NA,NA
1994-02-23,101.99,NA,NA,NA
1994-02-24,100.52,NA,NA,NA
1994-02-25,101.19,NA,NA,NA
1994-02-26,NA,NA,NA,NA
1994-02-27,NA,NA,NA,NA
1994-02-28,101.46,NA,NA,NA
1994-03-01,100.5,NA,NA,NA
1994-03-02,100.07,NA,NA,NA
1994-03-03,99.87,NA,NA,NA
1994-03-04,100.41,NA,NA,NA
1994-03-05,NA,NA,NA,NA
1994-03-06,NA,NA,NA,NA
1994-03-07,101.17,NA,NA,NA
1994-03-08,100.82,NA,NA,NA
1994-03-09,101.27,NA,NA,NA
1994-03-10,100.8,NA,NA,NA
1994-03-11,101.05,NA,NA,NA
1994-03-12,NA,NA,NA,NA
1994-03-13,NA,NA,NA,NA
1994-03-14,101.61,NA,NA,NA
1994-03-15,101.41,NA,NA,NA
1994-03-16,101.99,NA,NA,NA
1994-03-17,103.18,NA,NA,NA
1994-03-18,103.46,NA,NA,NA
1994-03-19,NA,NA,NA,NA
1994-03-20,NA,NA,NA,NA
1994-03-21,102.28,NA,NA,NA
1994-03-22,102.84,NA,NA,NA
1994-03-23,103.58,NA,NA,NA
1994-03-24,102.61,NA,NA,NA
1994-03-25,101.55,NA,NA,NA
1994-03-26,NA,NA,NA,NA
1994-03-27,NA,NA,NA,NA
1994-03-28,101.3,NA,NA,NA
1994-03-29,98.94,NA,NA,NA
1994-03-30,97.27,NA,NA,NA
1994-03-31,97.11,NA,NA,NA
1994-04-02,NA,NA,NA,NA
1994-04-03,NA,NA,NA,NA
1994-04-04,95.57,NA,NA,NA
1994-04-05,97.59,NA,NA,NA
1994-04-06,97.68,NA,NA,NA
1994-04-07,98.23,NA,NA,NA
1994-04-08,97.74,NA,NA,NA
1994-04-09,NA,NA,NA,NA
1994-04-10,NA,NA,NA,NA
1994-04-11,98.28,NA,NA,NA
1994-04-12,97.72,NA,NA,NA
1994-04-13,97.07,NA,NA,NA
1994-04-14,96.91,NA,NA,NA
1994-04-15,96.24,NA,NA,NA
1994-04-16,NA,NA,NA,NA
1994-04-17,NA,NA,NA,NA
1994-04-18,95.2,NA,NA,NA
1994-04-19,94.04,NA,NA,NA
1994-04-20,92.91,NA,NA,NA
1994-04-21,93.36,NA,NA,NA
1994-04-22,93.44,NA,NA,NA
1994-04-23,NA,NA,NA,NA
1994-04-24,NA,NA,NA,NA
1994-04-25,95.93,NA,NA,NA
1994-04-26,96.64,NA,NA,NA
1994-04-28,96.47,NA,NA,NA
1994-04-29,97.03,NA,NA,NA
1994-04-30,NA,NA,NA,NA
1994-05-01,NA,NA,NA,NA
1994-05-02,97.88,NA,NA,NA
1994-05-03,97.83,NA,NA,NA
1994-05-04,97.19,NA,NA,NA
1994-05-05,97.52,NA,NA,NA
1994-05-06,96.78,NA,NA,NA
1994-05-07,NA,NA,NA,NA
1994-05-08,NA,NA,NA,NA
1994-05-09,95.98,NA,NA,NA
1994-05-10,96.1,NA,NA,NA
1994-05-11,95.93,NA,NA,NA
1994-05-12,96.24,NA,NA,NA
1994-05-13,96.86,NA,NA,NA
1994-05-14,NA,NA,NA,NA
1994-05-15,NA,NA,NA,NA
1994-05-16,97.06,NA,NA,NA
1994-05-17,97.65,NA,NA,NA
1994-05-18,98.91,NA,NA,NA
1994-05-19,100.4,NA,NA,NA
1994-05-20,100.35,NA,NA,NA
1994-05-21,NA,NA,NA,NA
1994-05-22,NA,NA,NA,NA
1994-05-23,100.58,NA,NA,NA
1994-05-24,100.38,NA,NA,NA
1994-05-25,100.82,NA,NA,NA
1994-05-26,100.85,NA,NA,NA
1994-05-27,101.03,NA,NA,NA
1994-05-28,NA,NA,NA,NA
1994-05-29,NA,NA,NA,NA
1994-05-31,101,NA,NA,NA
1994-06-01,100.8,NA,NA,NA
1994-06-02,100.6,NA,NA,NA
1994-06-03,101.11,NA,NA,NA
1994-06-04,NA,NA,NA,NA
1994-06-05,NA,NA,NA,NA
1994-06-06,100.72,NA,NA,NA
1994-06-07,100.29,NA,NA,NA
1994-06-08,100.27,NA,NA,NA
1994-06-09,100.47,NA,NA,NA
1994-06-10,100.77,NA,NA,NA
1994-06-11,NA,NA,NA,NA
1994-06-12,NA,NA,NA,NA
1994-06-13,102.06,NA,NA,NA
1994-06-14,102.57,NA,NA,NA
1994-06-15,102.56,NA,NA,NA
1994-06-16,102.86,NA,NA,NA
1994-06-17,102.3,NA,NA,NA
1994-06-18,NA,NA,NA,NA
1994-06-19,NA,NA,NA,NA
1994-06-20,100.9,NA,NA,NA
1994-06-21,100.42,NA,NA,NA
1994-06-22,100.89,NA,NA,NA
1994-06-23,100.06,NA,NA,NA
1994-06-24,98.23,NA,NA,NA
1994-06-25,NA,NA,NA,NA
